record_no_	tripno	otarms	empst	occ	jbsite	wkweek	female	age	age1	age2	age3	dweltp	pinc	hhsize	nveh	weight	nwkrs	nldr	hinc	trdist	mindst	minsub	dsttrm	nterm	gacca	gegrw	gwait	gfare	lsdum	twait	taccw	tegrw	tfare	mcost	mdist	mspace	lnlots	zcost	zdist	zspace	zcd	zcs	zds	mdpri	mspri	lnlpri	zdpri	zspri	zdspri	free	aavail	tavail	dlic	ivtt1	ivtt2	ivtt3	ivtt4	ivtt5	avail1	avail1bis	avail2	avail3	avail4	avail5	choice
323	13423	19	2	3	6	3	0	55	0	0	1	4	28	4	1	0.89	-50	-50	0	1	507	12	13	21	9999	9999	9999	9999	9999	0.71	4.91	4.37	0.71	5.46	717	4.75	3.89	3.69	43062.53	0.83	68.18	-0.24	5.3	0	0	9.99	0	0	0	0	1	1	1	4	4	1.05	9999	9999	1	1	1	1	0	0	1
358	14952	7	2	1	1	1	1	56	0	0	1	4	18	2	9	0.8	1	0	30	2	323	3	13	21	9999	9999	9999	9999	9999	2.78	3.32	2.62	0.71	6.64	599	4.78	4.5	6.02	66019.63	1.31	-128.82	0.09	82.98	62	3.45	0.69	784	1.33	-32.24	0	5	1	1	6	6	8.55	9999	9999	1	1	1	1	0	0	1
339	14071	20	2	1	1	1	1	33	0	1	0	4	28	1	9	0.69	1	1	28	3	55	17	13	21	9999	9999	9999	9999	9999	2.84	2.64	3.31	0.71	5.83	577	4.99	3.85	4.43	59736.13	0.85	-164.71	0.03	-16.88	0	0	9.99	0	0	0	0	5	1	1	7	7	7.33	9999	9999	1	1	1	1	0	0	1
346	14537	7	2	1	1	1	1	54	0	1	0	4	28	2	9	0.8	2	0	0	3	296	9	13	21	9999	9999	9999	9999	9999	3.03	2.72	0.7	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	5	1	1	8	8	10.72	9999	9999	1	1	1	1	0	0	1
354	14881	7	2	1	1	1	1	22	1	0	0	4	18	2	9	0.8	2	1	35	2	306	8	12	21	9999	9999	9999	9999	9999	1.58	4.18	4.32	0.71	5.78	730	5.12	3.22	3.98	47203.76	0.93	80.48	0	27.06	53	2.38	1.1	274.89	0.31	-9.15	0	5	1	1	10	10	2.45	9999	9999	1	1	1	1	0	0	1
355	14883	7	2	1	1	1	1	25	0	1	0	4	18	2	9	0.8	2	1	35	2	72	14	11	21	9999	9999	9999	9999	9999	1	1.19	4.32	0.71	6.38	672	5.03	3.04	5.68	51745.52	0.76	-270.83	0.47	30.36	0	0	9.99	0	0	0	0	5	1	1	10	10	3.36	9999	9999	1	1	1	1	0	0	1
299	12425	43	2	8	1	2	0	62	0	0	1	1	43	1	1	1.16	1	1	43	6	994	14	12	22	9999	9999	9999	9999	9999	9999	9999	9999	0.71	7.64	791	4.82	2.77	6.69	45262.88	1.14	184.05	-1.1	-74.48	65	2.71	2.08	969.98	0.52	13.4	0	5	1	1	11	11	9999	9999	9999	1	1	1	0	0	0	1
300	12437	7	2	1	1	1	1	35	0	1	0	4	18	1	9	0.69	1	0	18	3	201	15	11	21	9999	9999	9999	9999	9999	1	2.8	3.24	0.71	7.5	725	4.94	1.61	10.59	41754.3	0.09	-260.13	-0.14	12.42	78	3.26	1.79	40.47	1.58	3.83	0	4	1	1	11	11	4.23	9999	9999	1	1	1	1	0	0	1
302	12475	56	2	1	1	1	1	32	0	1	0	4	18	1	9	0.69	1	1	18	5	496	3	14	21	9999	9999	9999	9999	9999	2.64	2.79	1.71	0.71	6.27	612	4.53	4.33	7.23	51933.03	1.1	-57.49	-0.07	77.83	86	1.87	0.69	12.25	0.01	-0.27	0	5	1	1	13	13	10.04	9999	9999	1	1	1	1	0	0	1
311	12894	200	2	4	2	1	0	30	0	1	0	2	8	1	9	0.53	1	1	8	6	469	10	13	21	9999	9999	9999	9999	9999	1.09	2.13	2.16	0.71	5.67	607	4.66	4.62	7.26	58276.24	1.2	138.42	0.68	24.22	84	3.26	0	0	0	0	0	5	1	1	15	15	18.34	9999	9999	1	1	1	1	0	0	1
316	13198	81	2	8	6	1	0	27	0	1	0	4	23	2	9	0.8	1	1	25	6	440	11	12	22	9999	9999	9999	9999	9999	2.27	3.07	5.01	0.71	6.1	597	4.96	4.14	4.07	60240.48	1.12	-163.23	-0.36	-35.73	0	0	9.99	0	0	0	0	5	1	1	15	15	17.08	9999	9999	1	1	1	1	0	0	1
313	13155	202	2	4	2	1	1	40	0	1	0	2	18	3	9	0.64	2	1	43	7	993	11	12	21	9999	9999	9999	9999	9999	2.06	2.04	3.19	0.71	5.19	724	4.52	3.71	5.6	72912.44	0.96	-103.06	0.21	19.11	91	2.36	1.1	2	0.13	-0.06	0	5	1	1	18	18	24.47	9999	9999	1	1	1	1	0	0	1
312	13153	202	2	2	4	6	0	42	0	1	0	2	23	3	9	0.64	2	1	43	6	180	11	12	21	9999	9999	9999	9999	9999	2.02	0.93	3.19	0.71	6.39	662	4.82	4.37	4.08	59305.07	1.18	4.04	-0.08	-65.13	53	4.08	0	0	0	0	0	5	1	1	19	19	21.08	9999	9999	1	1	1	1	0	0	1
337	14031	123	2	3	5	6	1	37	0	1	0	2	13	3	1	1.72	2	1	0	6	255	5	12	21	9999	9999	9999	9999	9999	3.5	2.22	3.65	0.71	5.03	547	4.7	4.2	3.87	61384.84	0.65	161.94	-0.07	46.82	0	0	9.99	0	0	0	0	5	1	1	19	19	16.52	9999	9999	1	1	1	1	0	0	1
338	14066	153	2	8	1	2	0	54	0	1	0	2	70	2	2	1.48	1	2	133	5	70	9	10	21	9999	9999	9999	9999	9999	1.57	0.84	9.13	0.71	6.02	611	4.69	4.64	6.46	57265.54	1.28	-99.36	0.57	-64.34	85	1.79	0	0	0	0	0	1	1	1	19	19	10.71	9999	9999	1	1	1	1	0	0	1
351	14706	151	2	1	1	2	1	27	0	1	0	4	18	1	9	0.69	1	0	18	7	873	1	11	21	9999	9999	9999	9999	9999	1.48	3.94	2.78	0.71	6.29	520	5.45	2.89	8.32	90876.23	0.63	-191.03	0.05	-62.85	0	0	9.99	0	0	0	0	5	1	1	19	19	11.29	9999	9999	1	1	1	1	0	0	1
318	13261	142	2	8	1	2	0	29	0	1	0	4	23	2	2	1.12	2	2	45	9	926	1	8	21	9999	9999	9999	9999	9999	2.07	6.21	3.48	0.71	6.75	405	5.59	2.56	9.98	56398.87	0.61	413.71	0.01	-22.19	53	3.12	1.39	0.25	1.24	0.55	1	1	1	1	20	20	23.58	9999	9999	1	1	1	1	0	0	1
298	12382	69	2	1	1	1	1	37	0	1	0	1	28	3	2	1.78	2	2	0	8	350	15	12	22	9999	9999	9999	9999	9999	1	2.74	3.46	0.71	8.12	674	4.91	1.39	11.29	53711.25	0.11	184.83	-0.07	0.73	0	0	9.99	0	0	0	0	1	1	1	21	21	11.35	9999	9999	1	1	1	1	0	0	1
319	13307	179	2	2	4	1	0	30	0	1	0	4	28	3	2	0.54	2	-49	0	7	271	9	10	21	9999	9999	9999	9999	9999	3.34	3.08	3.27	0.71	6.3	639	4.78	4.69	5.7	45788.66	1.27	-258.94	0.16	-60.56	0	0	9.99	0	0	0	0	1	3	1	21	21	14.03	9999	9999	1	1	1	1	0	0	1
360	15060	147	2	1	1	1	1	32	0	1	0	4	23	1	9	0.69	1	1	23	3	426	13	8	21	9999	9999	9999	9999	9999	2	2.61	3.35	0.71	6.15	564	5.04	3.37	5.43	61772.38	0.65	-210.91	0.14	35.23	49	1.78	1.39	859	0.01	0.71	0	4	1	1	22	22	8.02	9999	9999	1	1	1	1	0	0	1
353	14845	63	2	2	5	2	1	24	1	0	0	1	18	1	9	0.69	1	0	18	6	103	4	14	22	9999	9999	9999	9999	9999	2.74	1.33	2.14	0.71	6.31	647	4.78	4.59	6.82	52346.57	1.07	3.42	-0.21	-28.99	0	0	9.99	0	0	0	0	5	1	1	23	23	15.59	9999	9999	1	1	1	1	0	0	1
336	14020	140	2	8	8	1	1	24	1	0	0	4	18	1	9	0.69	1	1	18	7	1202	19	9	21	9999	9999	9999	9999	9999	2.85	4.05	3.75	0.71	3.81	608	4.77	2.08	5.86	49822.5	1.25	-136.47	-1.14	-55.4	0	0	9.99	0	0	0	1	5	1	1	24	24	16.36	9999	9999	1	1	1	1	0	0	1
317	13254	145	2	8	1	1	0	41	0	1	0	1	43	1	9	0.53	1	0	43	5	437	6	9	21	9999	9999	9999	9999	9999	4.06	5.2	0.78	0.71	5.45	624	4.74	4.01	4.1	61252.25	0.65	145.58	-0.23	25.81	90	3.39	1.1	24.89	2.21	-1.97	0	5	1	1	25	25	14.84	9999	9999	1	1	1	1	0	0	1
335	14003	145	2	8	1	1	0	40	0	1	0	1	100	4	1	1.87	2	2	0	5	211	17	8	21	9999	9999	9999	9999	9999	4.46	2.28	1.5	0.71	6.22	561	4.97	3.81	5.24	62059.38	0.82	5.55	-0.04	-17.42	0	0	9.99	0	0	0	0	3	1	1	25	25	13.87	9999	9999	1	1	1	1	0	0	1
361	15104	89	2	8	1	1	1	27	0	1	0	4	23	1	2	1.04	1	1	23	10	55	17	7	21	9999	9999	9999	9999	9999	1.91	1.87	7.08	0.71	5.83	577	4.99	3.85	4.43	59736.13	0.85	-164.71	0.03	-16.88	0	0	9.99	0	0	0	0	1	1	1	27	27	15.14	9999	9999	1	1	1	1	0	0	1
359	14983	66	2	8	1	1	0	40	0	1	0	4	33	3	9	0.64	9	9	0	8	207	10	13	21	9999	9999	9999	9999	9999	2	2.52	12.17	0.71	6.46	690	4.81	4.73	5.24	47551.11	1.22	-120.49	0.31	-36.57	0	0	9.99	0	0	0	0	1	1	1	28	28	15.32	9999	9999	1	1	1	1	0	0	1
328	13799	98	2	1	1	1	1	31	0	1	0	4	18	2	2	1.12	2	2	40	10	335	6	10	21	9999	9999	9999	9999	9999	2.3	6.2	8.02	0.71	5.54	629	4.72	4.06	4.21	63580.1	0.76	133.32	-0.09	12.57	55	2.54	1.1	4.67	1.01	-0.3	0	4	1	1	30	30	18.65	9999	9999	1	1	1	1	0	0	1
325	13540	67	2	8	1	1	0	29	0	1	0	1	18	1	1	1.16	1	1	18	10	206	7	14	21	9999	9999	9999	9999	9999	1	1.18	7.78	0.71	5.77	619	5.13	3.71	4.28	74644.27	0.91	-151.41	-0.37	11.07	79	2.16	0.69	0.25	0.3	0.27	0	1	1	1	32	32	14.36	9999	9999	1	1	1	1	0	0	1
343	14347	129	2	8	1	1	1	39	0	1	0	2	38	1	1	1.16	1	1	38	12	296	9	6	21	9999	9999	9999	9999	9999	1.28	2.72	11.06	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	1	1	33	33	17.23	9999	9999	1	1	1	1	0	0	1
305	12522	130	2	8	1	1	1	30	0	1	0	1	43	3	1	1.72	2	2	95	8	408	6	6	21	9999	9999	9999	9999	9999	1.3	5.2	4.38	0.71	5.54	651	4.73	4.04	4.17	68474.88	0.63	165.95	-0.15	15.48	77	2.34	0.69	30.25	0.02	-0.79	0	1	1	1	34	34	13.4	22	9999	1	1	1	1	0	0	1
310	12728	92	2	8	6	1	0	43	0	1	0	1	23	4	1	1.87	9	9	0	14	869	18	10	21	9999	9999	9999	9999	9999	4.65	3.23	1.86	0.71	4.67	725	4.66	3.22	5.1	71766.72	0.83	221.75	-0.41	-67.05	0	0	9.99	0	0	0	0	1	1	1	34	34	32.38	9999	9999	1	1	1	1	0	0	1
304	12518	130	2	8	1	1	0	32	0	1	0	1	53	3	1	1.72	2	2	95	9	221	11	6	21	9999	9999	9999	9999	9999	2.13	3.43	4.38	0.71	6.5	688	4.76	4.51	7.44	57538.11	1.15	121.57	0.16	-27.63	55	3.4	1.61	313.6	1.13	-5.7	0	1	1	1	35	35	18.23	20	9999	1	1	1	1	0	0	1
363	15130	233	2	8	1	1	0	54	0	1	0	1	100	5	3	1.78	3	3	0	12	720	5	11	21	9999	9999	9999	9999	9999	4.5	0.68	3.24	0.71	5.65	658	4.94	3.97	3.95	32967.59	0.84	-179.23	-0.13	22.76	0	0	9.99	0	0	0	0	1	1	1	36	36	35.06	9999	9999	1	1	1	1	0	0	1
331	13877	84	2	1	1	1	0	28	0	1	0	4	23	1	9	0.69	1	1	23	15	233	4	9	21	9999	9999	9999	9999	9999	3.08	2.52	1.77	0.71	6.19	642	4.81	4.55	6.48	58543.54	1.03	-17.77	-0.04	-46.47	62	1.95	0	0	0	0	0	5	1	1	37	37	32.2	9999	9999	1	1	1	1	0	0	1
364	15132	233	2	7	8	3	0	25	0	1	0	1	100	5	3	1.78	3	3	0	13	260	4	11	21	9999	9999	9999	9999	9999	4.76	2.72	4.52	0.71	6.19	642	4.83	4.54	6.55	59616.68	1.01	-36.72	-0.03	-49.39	18	1.95	0	0	0	0	1	1	2	1	37	37	36.06	9999	9999	1	1	1	1	0	0	1
365	15138	233	2	3	2	1	1	24	1	0	0	1	100	5	3	1.78	3	3	0	13	838	11	11	21	9999	9999	9999	9999	9999	4.5	1.19	3.24	0.71	5.88	688	4.96	4.06	3.94	52981.17	1.01	-197.57	-0.15	-3.77	53	3.02	0.69	0.25	0.15	0.19	0	1	1	1	37	37	35.06	9999	9999	1	1	1	1	0	0	1
309	12717	162	2	8	1	1	0	64	0	0	1	1	43	2	2	1.48	1	2	95	13	319	9	5	20	9999	3.67	0.88	2.31	0	2.29	3.06	11.45	0.71	5.78	584	4.7	4.62	6.99	53752.04	1.23	40.51	0.69	11.2	71	2.28	1.61	505.84	0.16	5.74	0	1	1	1	38	38	33.41	20	9999	1	1	1	1	1	0	1
307	12528	353	2	1	1	2	0	28	0	1	0	4	23	2	1	1.77	1	2	30	13	879	5	9	21	9999	9999	9999	9999	9999	2	1.47	4.31	0.71	5.77	698	4.99	3.89	4.02	38631.1	0.9	-239.58	-0.15	16.08	58	3.25	1.39	197	0.19	2.87	1	1	1	1	40	40	19.99	25	9999	1	1	1	1	0	0	1
348	14589	125	2	8	1	1	0	63	0	0	1	4	70	2	1	1.77	1	2	200	12	124	9	6	21	9999	9999	9999	9999	9999	1.65	1.74	7.22	0.71	5.97	632	4.71	4.74	6.05	55862.77	1.28	-91.25	0.48	-35.45	26	2.3	0	0	0	0	0	1	1	1	42	42	23	9999	9999	1	1	1	1	0	0	1
322	13415	294	2	1	1	1	1	30	0	1	0	4	13	3	1	1.43	2	2	0	20	296	9	6	21	9999	9999	9999	9999	9999	4.07	3.05	2.98	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	2	1	1	43	43	43.43	9999	9999	1	1	1	1	0	0	1
329	13832	281	2	1	1	1	1	56	0	0	1	4	28	2	2	1.12	9	9	0	21	148	11	4	20	9999	9999	9999	9999	9999	3.11	2.78	4.82	0.71	6.6	693	4.74	4.57	6.86	56627.21	1.13	94.61	0.08	-46.12	58	3.4	1.61	624.64	1.13	1.78	0	1	1	1	43	43	38.57	9999	9999	1	1	1	1	0	0	1
334	13958	322	2	1	1	1	1	40	0	1	0	4	23	2	9	0.8	1	1	23	14	426	7	3	20	9999	9999	9999	9999	9999	2.67	2.79	3.57	0.71	5.6	597	5.06	3.47	4.22	77806.22	0.94	-141.08	-0.38	-62.12	0	0	9.99	0	0	0	0	5	1	1	43	43	34.02	9999	9999	1	1	1	1	0	0	1
347	14563	239	2	8	1	2	0	38	0	1	0	1	70	4	1	1.87	1	2	0	17	720	5	12	22	9999	9999	9999	9999	9999	4.12	0.68	1.56	0.71	5.65	658	4.94	3.97	3.95	32967.59	0.84	-179.23	-0.13	22.76	0	0	9.99	0	0	0	0	3	1	1	43	43	37.18	9999	9999	1	1	1	1	0	0	1
321	13322	281	2	8	1	1	0	25	0	1	0	4	33	2	3	1.12	1	2	45	21	343	6	4	20	9999	9999	9999	9999	9999	4.04	4.83	2.82	0.71	5.38	624	4.74	4.22	3.92	65434.12	0.66	114.42	-0.03	34.85	0	0	9.99	0	0	0	0	1	1	1	44	44	43.59	9999	9999	1	1	1	1	0	0	1
327	13684	320	2	1	1	1	1	21	1	0	0	1	13	2	2	0.69	2	2	40	18	341	2	3	20	9999	9999	9999	9999	9999	3.11	1.92	2.07	0.71	6.6	606	4.94	4.51	5.88	51352.88	1.32	-151.82	-0.11	-39.13	0	0	9.99	0	0	0	0	5	1	1	44	44	42.56	9999	9999	1	1	1	1	0	0	1
362	15108	321	2	1	1	2	1	29	0	1	0	4	28	2	1	1.77	2	2	50	17	838	11	3	20	9999	9999	9999	9999	9999	4.5	1.46	3.81	0.71	5.88	688	4.96	4.06	3.94	52981.17	1.01	-197.57	-0.15	-3.77	53	3.02	0.69	0.25	0.15	0.19	0	2	1	1	44	44	39.57	9999	9999	1	1	1	1	0	0	1
340	14099	805	2	3	6	1	0	34	0	1	0	1	28	5	2	1.42	2	2	0	21	861	1	16	22	4.61	10.29	0.23	2.81	0	3.63	9.5	8.98	1.42	6.82	541	5.29	2.64	9.06	74974.65	0.66	230.26	0.4	10.78	92	3.18	0	0	0	0	1	1	4	1	45	45	44.77	20	9999	1	1	1	1	1	0	1
357	14925	754	2	8	6	6	0	36	0	1	0	1	48	4	2	1.42	2	2	0	19	1019	15	3	20	9999	9999	9999	9999	9999	5.33	6.03	8.84	1.42	5.54	594	5.48	1.79	4.58	73219.92	0.22	90.27	-0.9	-13.82	0	0	9.99	0	0	0	0	1	2	1	47	47	38.91	9999	9999	1	1	1	1	0	0	1
366	15208	377	2	3	5	1	0	59	0	0	1	3	100	3	1	1.72	2	-50	0	19	243	12	4	20	9999	9999	9999	9999	9999	2.36	5.17	4.42	0.71	5.91	583	4.82	3.76	4.5	56901.16	0.94	-62.82	0.26	-55.38	73	1.61	0	0	0	0	1	3	1	1	51	51	43.54	9999	9999	1	1	1	1	0	0	1
308	12715	304	2	8	1	1	0	53	0	1	0	3	38	2	1	1.47	2	2	55	17	720	5	5	20	9999	9999	9999	9999	9999	6.1	0.95	4.1	0.71	5.65	658	4.94	3.97	3.95	32967.59	0.84	-179.23	-0.13	22.76	0	0	9.99	0	0	0	0	1	1	1	52	52	42.57	35	9999	1	1	1	1	0	0	1
349	14600	395	2	8	5	5	0	38	0	1	0	4	38	5	1	0.89	1	2	0	24	154	6	4	20	9999	9999	9999	9999	9999	5.18	2.32	3.33	0.71	5.14	595	4.67	4.23	3.91	66763.95	0.63	166.54	-0.06	39.24	0	0	9.99	0	0	0	0	1	1	1	52	52	40.95	9999	9999	1	1	1	1	0	0	1
326	13559	805	2	8	1	1	0	34	0	1	0	2	48	2	1	0.62	1	1	48	22	562	11	15	22	4.91	3.76	1	2.81	0	3.5	3.29	7.45	1.42	5.98	610	4.96	4.08	4.16	55933.46	1	-231.74	-0.37	-34.26	0	0	9.99	0	0	0	0	1	1	1	53	53	39.94	30	9999	1	1	1	1	1	0	1
356	14905	337	2	1	1	1	1	45	0	1	0	1	23	3	3	1.78	9	9	0	27	314	2	4	20	9999	2.17	0	2.1	1	4.9	1.93	9.45	0.71	6.68	621	4.99	4.52	5.69	55806.48	1.29	-78	-0.21	-19.02	0	0	9.99	0	0	0	0	1	1	1	55	55	48.69	40	9999	1	1	1	1	1	0	1
352	14822	661	2	1	1	1	1	21	1	0	0	4	18	3	2	0.78	3	3	88	28	273	9	12	20	6	4.6	0	2.35	0	4.4	3.07	2.61	1.42	6.3	639	4.78	4.69	5.7	45672.77	1.27	-260.05	0.16	-60.36	0	0	9.99	0	0	0	0	5	1	1	58	58	46.8	47.7842339	9999	1	1	1	1	1	0	1
306	12526	778	2	8	1	1	1	30	0	1	0	4	38	1	1	0.53	1	1	38	27	321	4	21	22	0.97	3.21	1	2.81	1	15	4.04	3.82	1.42	6.56	643	4.75	4.6	6.32	53486.14	1.15	-44.07	-0.2	-35.77	87	4.99	0.69	30.25	0.49	-3.85	0	1	1	1	58	58	40.05	37.67544224	9999	1	1	1	1	1	0	1
333	13910	688	2	6	4	1	0	20	1	0	0	1	18	4	3	1.42	4	3	70	30	103	4	14	20	16.25	1.32	1	3.56	0	11.69	1.32	7.35	1.42	6.31	647	4.78	4.59	6.82	52346.57	1.07	3.42	-0.21	-28.99	0	0	9.99	0	0	0	0	1	1	1	60	60	63.31	36.01047785	9999	1	1	1	1	1	0	1
350	14634	683	2	8	1	1	0	64	0	0	1	1	53	2	2	0.69	1	2	55	35	249	2	14	20	20.64	4.28	0	2.85	0	4.76	2.92	12.88	1.42	6.62	644	4.87	4.55	5.81	59626.53	1.43	-62.17	-0.18	-30.84	0	0	9.99	0	0	0	0	1	3	1	64	64	75.07	35.55701953	9999	1	1	1	1	1	0	1
330	13851	650	2	4	2	6	0	47	0	1	0	1	28	4	3	0.33	9	9	0	37	967	9	20	20	14.88	2.69	2.34	3.06	0	36.97	2.56	1.78	1.42	4.53	593	4.44	4.26	4.24	65149.01	0.84	221.66	0.45	100.71	0	0	9.99	0	0	0	0	1	4	1	65	65	71.06	41.58212812	9999	1	1	1	1	1	0	1
341	14280	900	2	1	1	1	1	35	0	1	0	1	23	4	1	0.61	2	2	50	35	255	6	6	21	9.18	2.52	1	3.81	0	9999	9999	9999	1.42	5.24	557	4.73	4.22	4.48	58990.65	0.68	156.71	0.07	48.72	68	2.85	1.39	192.25	0.49	-0.3	0	5	1	1	66	66	9999	53.84234199	9999	1	1	1	0	1	0	1
344	14355	791	2	8	1	1	0	60	0	0	1	1	70	2	2	0.69	1	2	108	30	118	1	21	22	9.36	3.88	0	2.1	0	9.5	2.9	5.59	1.42	6.1	607	4.84	4.5	7.05	75254.34	1.27	-36.43	0.41	-28.77	63	2.48	1.1	10.89	0.25	-1.55	1	1	4	1	67	67	52.11	48.28946706	9999	1	1	1	1	1	0	1
301	12443	813	2	8	1	1	0	33	0	1	0	1	38	3	1	0.58	1	2	0	35	411	1	22	22	6.29	4.36	0.69	3.31	0	10.08	3.45	4.23	1.42	5.35	566	4.66	4.45	4.44	58300.84	1.19	-9.57	0.74	-10.76	0	0	9.99	0	0	0	0	1	1	1	71	71	63.14	50	9999	1	1	1	1	1	0	1
367	15231	854	2	8	1	1	0	25	0	1	0	1	23	3	4	0.78	-50	-50	0	33	341	2	16	22	10.07	2.15	0	3.4	0	16.18	1.52	16.37	1.42	6.6	606	4.94	4.51	5.88	51352.88	1.32	-151.82	-0.11	-39.13	0	0	9.99	0	0	0	0	1	2	1	72	72	65.71	60	9999	1	1	1	1	1	0	1
332	13885	787	2	8	2	2	0	45	0	1	0	1	70	3	3	0.78	9	9	0	34	103	4	23	22	9.87	1.32	1	3.31	1	10.13	1.33	12.43	1.42	6.31	647	4.78	4.59	6.82	52346.57	1.07	3.42	-0.21	-28.99	0	0	9.99	0	0	0	1	1	9	1	72	72	55.4	55.94304089	9999	1	1	1	1	1	0	1
324	13447	881	2	1	1	2	0	55	0	0	1	1	18	4	3	1.42	3	-50	0	32	296	9	12	21	9.32	3.92	0	3.45	0	19.48	3.05	15.1	1.42	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	5	1	1	73	73	62.94	59.83499956	9999	1	1	1	1	1	0	1
303	12499	490	2	8	6	1	1	58	0	0	1	1	18	2	2	0.28	2	2	65	62	372	7	0	0	7.68	2.56	1	3.51	1	9999	9999	9999	9999	5.62	576	5.15	3.47	4.16	70926	0.94	-158.01	-0.5	-12.04	0	0	9.99	0	0	0	0	2	3	1	91	91	9999	87.56317144	9999	1	1	1	0	1	0	1
345	14489	1034	2	8	1	1	0	33	0	1	0	1	38	2	2	0.69	2	2	55	67	124	2	0	0	31.27	3.08	0.49	5.01	1	9999	9999	9999	9999	6.57	642	4.8	4.66	5.56	48094.04	1.35	-254.63	-0.22	-22.8	100	3.53	0	0	0	0	0	1	1	1	96	96	9999	89.87929231	9999	1	1	1	0	1	0	1
342	14306	780	2	8	1	2	1	43	0	1	0	1	38	4	2	1.42	2	-50	65	36	926	1	26	22	2.55	6.8	0	2.6	1	20.3	6.21	1.47	1.42	6.75	405	5.59	2.56	9.98	56398.87	0.61	413.71	0.01	-22.19	53	3.12	1.39	0.25	1.24	0.55	0	1	1	1	98	98	67.7	84.0427348	9999	1	1	1	1	1	0	1
290	12121	3	2	8	6	1	1	58	0	0	1	4	43	1	1	0.69	1	0	43	2	839	14	11	21	9999	9999	9999	9999	9999	2.63	7.48	3.75	0.71	6.56	873	4.84	3.04	5.52	11441.33	1.18	21.23	-0.65	-7.19	19	4.83	0	0	0	0	0	5	1	0	8	8	4.98	9999	9999	1	0	1	1	0	0	2
297	12360	146	2	1	1	1	1	26	0	1	0	4	8	1	9	0.69	1	1	8	6	356	3	8	21	9999	9999	9999	9999	9999	1.72	3.08	2.3	0.71	6.51	661	4.76	4.62	5.45	49166.93	1.14	-150.62	0.17	-7.41	0	0	9.99	0	0	0	1	2	1	1	21	21	17.31	9999	9999	1	1	1	1	0	0	2
277	11631	140	2	8	1	2	0	29	0	1	0	4	28	1	9	0.69	1	1	28	8	496	3	8	21	9999	9999	9999	9999	9999	1.64	2.79	8.97	0.71	6.27	612	4.53	4.33	7.23	51933.03	1.1	-57.49	-0.07	77.83	86	1.87	0.69	12.25	0.01	-0.27	0	4	1	1	26	26	12.84	9999	9999	1	1	1	1	0	0	2
278	11642	140	2	8	5	1	0	30	0	1	0	4	23	1	1	1.14	1	1	23	6	256	6	8	21	9999	9999	9999	9999	9999	1	3.61	6.12	0.71	5.39	622	4.68	4.11	4.09	68926.32	0.65	102.38	-0.09	6.14	93	3.01	0.69	1	0.86	-0.93	1	1	1	1	26	26	9.29	9999	9999	1	1	1	1	0	0	2
273	11387	140	2	8	1	1	1	27	0	1	0	4	33	1	1	1.14	1	1	33	8	341	2	8	21	9999	9999	9999	9999	9999	1.1	2	8.97	0.71	6.6	606	4.94	4.51	5.88	51352.88	1.32	-151.82	-0.11	-39.13	0	0	9.99	0	0	0	0	1	1	1	27	27	13.57	9999	9999	1	1	1	1	0	0	2
284	11853	208	2	1	1	1	1	53	0	1	0	1	28	4	1	1.87	1	2	68	11	85	10	11	21	9999	9999	9999	9999	9999	1.5	0.11	2.73	0.71	6.32	678	4.81	4.65	6.11	55360.27	1.27	54.42	0.57	-11.5	96	3.3	0	0	0	0	0	2	1	1	27	27	33.79	9999	9999	1	1	1	1	0	0	2
293	12176	101	2	1	1	1	1	64	0	0	1	2	23	1	1	1.14	1	1	23	9	226	2	10	21	9999	9999	9999	9999	9999	3.55	3.47	3.11	0.71	6.68	620	4.91	4.5	5.84	58247.07	1.51	-54.06	-0.26	2.53	79	3.26	0	0	0	0	1	1	1	1	27	27	16.99	9999	9999	1	1	1	1	0	0	2
288	12003	245	2	1	1	1	1	29	0	1	0	1	28	2	2	1.48	2	2	128	11	296	9	13	22	9999	9999	9999	9999	9999	4.72	3.05	1.38	0.71	6.36	631	4.79	4.64	5.76	45299.31	1.28	-266.56	0.08	-66.62	0	0	9.99	0	0	0	0	1	1	1	33	33	27.63	9999	9999	1	1	1	1	0	0	2
280	11727	186	2	7	4	2	0	39	0	1	0	4	18	2	2	1.12	2	2	45	13	104	9	9	21	9999	9999	9999	9999	9999	3.26	0.46	2.61	0.71	6	601	4.69	4.63	6.6	55401.52	1.29	-53.86	0.59	-49.12	94	2.3	0	0	0	0	1	4	1	1	37	37	24.36	9999	9999	1	1	1	1	0	0	2
282	11817	241	2	1	1	1	1	24	1	0	0	4	18	2	9	0.8	2	1	40	12	300	9	13	22	9999	9999	9999	9999	9999	2.07	3.5	3.57	0.71	6.25	668	4.71	4.8	5.46	47200.95	1.38	-232.1	0.24	-59.8	0	0	9.99	0	0	0	0	5	1	0	37	37	24.78	9999	9999	1	0	1	1	0	0	2
